run,lumi,evt
320023,234,355037321
320023,240,365592573
319639,879,1291511753
319756,200,277115372
319756,214,302239166
319756,228,327048575
319756,228,328271828
319756,235,341755074
319756,261,388033432
319756,703,1141157504
319756,593,963450898
319756,699,1134771058
319756,1164,1875758704
319756,1264,2032559725
319337,1723,1694720900
319337,1791,1769845335
319840,135,183386886
319992,15,23151167
319992,112,173371735
319992,113,174778956
319992,131,203251645
319992,143,219943269
319992,149,229542498
319992,169,259279487
319993,58,96567204
319993,255,410203049
319993,296,474691295
319993,329,527516953
319993,332,532357966
319993,352,562430914
319993,369,588089388
319993,488,760674077
319993,491,765945644
319993,493,767884827
319993,592,916106471
320024,17,27191257
320024,133,222071912
320024,133,220722393
320024,241,405261732
320024,243,408379390
320024,293,491398975
320024,298,499619048
320024,313,524555289
320024,331,553215956
320024,349,580790815
320024,349,582312919
320024,362,602044884
320024,368,610952515
319337,206,148938497
319337,372,247840697
319337,612,372142605
319337,941,748825940
319337,1576,1528830555
319337,1595,1549694088
320064,5,7297967
320064,26,42984109
320064,28,45847492
319337,2069,2074969689
319524,438,611836051
319524,555,794589124
319524,569,815108158
319524,582,833107790
319524,586,839842552
319524,647,930317595
319524,651,936350634
319524,713,1028806699
319524,718,1036877953
319524,727,1052261600
319524,727,1051217595
319524,774,1130911111
319579,873,1281517770
319579,892,1312429785
319579,892,1311599215
319579,902,1328906263
319579,903,1329529278
319579,912,1343956794
319579,927,1369119529
319579,967,1431550496
319579,1177,1751368398
319579,1214,1811033348
319579,1221,1822272376
319579,1221,1822316874
319579,1224,1826455374
319579,1254,1872974597
319579,1282,1916255021
319579,1288,1925690034
319579,1289,1928253657
319579,1291,1930424880
319579,1331,1992583042
319579,1356,2031231501
319579,1409,2113985342
319579,1426,2147083605
319579,1458,2205996576
319579,1463,2216449869
319639,505,789527241
319639,574,888879434
319639,630,968942245
319639,769,1154806946
319528,26,35150244
319528,70,110491006
319528,88,140100045
319528,104,160732850
319528,111,169928516
319528,158,217942330
320064,3,4005593
319450,81,113809799
319524,484,683855398
319524,499,707344358
320064,91,145852731
320064,95,153215468
320064,124,201035401
320064,126,205473731
320064,144,237693294
320064,155,255692537
320064,165,272961982
319459,12,19181063
319486,51,23495862
319503,225,341982846
319503,264,396392072
319528,101,156109934
319579,1916,3003576853
319579,1929,3025250960
319579,2537,3942597409
319656,66,12245132
319697,101,116111537
319756,1663,2626782280
319848,14,14549447
319848,30,40049968
319854,220,324554986
319908,46,68804508
319910,20,33075846
319910,643,1138851108
319992,226,341227826
320002,124,123940944
320002,155,175622302
320006,170,285104855
320006,188,314381643
320038,44,22746714
320039,4,5845598
320039,14,21327102
320040,94,149941260
320040,98,156236652
320040,459,712475793
320060,26,41949977
320063,55,94128059
320064,40,65087806
320064,40,66373851
320064,43,69820195
319449,564,816419205
319449,571,826201974
319449,613,889186691
319449,614,890265883
319450,40,55715735
319450,33,45597636
319450,124,179345680
319347,149,186617529
319347,168,214427799
319524,510,724227775
319524,538,767237316
319524,562,805321763
319524,615,882452888
319524,744,1080570723
319524,752,1093425449
319579,2181,3424724998
319579,378,519007786
319579,488,693054071
319579,501,713757205
319579,527,753137429
319579,527,754136121
319579,529,756675809
319579,537,768442008
319579,538,770378137
319579,547,784155995
319579,548,784958027
319579,565,810707691
319579,568,814484079
319579,569,816871974
319579,585,840721880
319579,599,859692692
319579,603,865996039
319579,611,878458267
319579,1179,1755082962
319579,1207,1800027516
319579,1220,1821173355
319579,1250,1866501933
319579,1280,1913576489
319579,1281,1915685729
319579,1333,1995905110
319579,1368,2050103441
319579,1370,2053415881
319579,2130,3346161942
319579,2133,3350319366
319579,2137,3357764997
319579,2223,3489225988
319579,2225,3492508099
319579,2296,3597463906
319579,2299,3601517251
319579,2663,4112517366
319639,457,714393184
319639,468,732189108
319639,742,1121774086
319347,91,102289215
319347,105,122210945
319347,80,85944582
319347,89,99536306
319347,129,155795686
319347,130,158129740
319347,138,169062889
320026,64,95820288
320026,140,206915879
320026,141,208665822
319347,209,274633737
319347,243,316070195
319347,271,359719349
319347,278,369702301
319347,283,375497636
319347,283,376249709
319347,288,382743820
319347,299,397655674
319347,304,404094393
319347,310,411065383
319347,314,415925843
319678,54,38448197
319678,55,39651701
319678,179,239088733
319678,185,248772774
319678,82,85148790
319678,104,119821028
319678,183,246257166
319678,187,253721113
319678,211,297220115
319678,215,304832508
319524,782,1144687000
319524,962,1431904753
319579,1538,2353277723
319579,1898,2973154496
319639,797,1190795005
319639,964,1393609351
319756,153,196731311
319756,185,248262909
319756,1235,1987877591
319910,54,88099257
319910,137,224906014
319910,176,291357750
319910,176,292400877
319910,111,178145297
319910,112,179565268
319910,480,851785857
319910,506,898182131
319910,513,912091691
319910,617,1093260709
319910,524,932149890
319991,671,1042073192
319991,851,1330495846
319991,860,1344940340
320024,120,197895904
320024,101,164713189
320024,406,674898017
320024,267,448977436
320025,45,72950162
320025,59,95725441
320026,58,86443158
319756,324,500097530
319756,332,512905069
319756,335,518509699
320038,57,36507613
320038,59,38006055
320038,68,54172752
320038,141,176060284
320038,556,859025531
320038,560,866506370
320038,560,866072905
320038,611,953184981
320040,49,75712859
320040,79,125420346
320040,80,126400116
320065,615,969704797
320065,630,994266041
320065,633,998481587
320065,647,1022275796
320065,743,1177805874
319639,1236,1790283816
319639,1352,1968241775
319639,1361,1981464046
319639,1364,1985575583
319656,169,173057640
319656,183,196840432
319656,193,214790606
319656,218,256509137
319656,237,287750632
319656,245,301217261
319657,22,33497656
319657,43,66837389
319657,43,65869170
319849,23,38327169
319849,61,98252628
319849,177,288973159
319849,224,370760272
319849,278,463184305
319849,290,483911535
319849,291,485285197
319849,381,629922548
319849,411,684870949
319849,428,713266638
320065,18,29373349
320065,42,70505903
320065,60,101056776
319756,283,426540770
319756,283,427889043
319854,8,10814491
319854,12,17301235
319854,18,26956575
319854,20,29463593
319854,27,39839514
319854,30,45253067
319756,372,580129995
319756,868,1411134619
319756,878,1427296242
319756,890,1445777204
319756,907,1470502455
319756,934,1511939089
319756,944,1526808890
319756,949,1535376890
319756,952,1538843137
319756,956,1545430844
319756,957,1547685086
319756,976,1575017545
319756,976,1575553160
319756,1016,1633563041
319756,1021,1640547967
319756,1367,2187534896
319756,1305,2097034762
319756,1387,2220085851
319756,1408,2252163919
319756,1475,2355838946
319756,1474,2355000371
319910,169,279672777
319910,185,307346302
319910,190,315973099
319910,200,334103415
319910,203,339343865
319910,247,413476739
319910,252,423935590
319910,253,425947182
319910,261,441199167
319910,264,446009019
319910,264,445698702
319910,276,468996999
319910,301,517935260
319910,308,531582486
319910,317,546773734
319910,318,550178564
319910,361,628081180
319910,378,661064599
319853,49,76666689
319853,166,265505713
319853,181,289350257
319853,182,290688528
319853,200,319770673
319853,211,336893802
319853,217,346828629
319659,15,21891862
319854,114,168700457
319854,129,190211195
319910,716,1287375231
319910,730,1314159595
319910,731,1317165241
319910,756,1365714772
319910,776,1404558546
319910,794,1438806428
319910,795,1441033174
319910,815,1478893771
319910,848,1541379709
319910,850,1543876701
319910,856,1556208548
319910,877,1593724760
319915,89,136819754
319915,95,146723977
319915,171,263723023
319915,177,273574960
319915,182,280927378
319915,242,374423834
319915,259,398886847
319941,211,319411794
319941,217,330212772
319941,245,381399718
319941,270,424059687
319941,279,438565169
319941,280,440816989
319950,49,27004667
319950,55,35090526
319950,58,40967987
319950,67,55812838
319950,72,65955873
319950,76,72321348
319950,77,73944819
319950,80,78902962
